38693,할기다,동사,눈동자를 옆으로 굴려 조금 못마땅하게 노려보다.,참고 어휘 흘기다
38696,할기족-거리다,동사,눈을 할겨 자꾸 족 훑어보다.,"비슷한말 할기족-대다, 할기족할기족-하다"
38697,할기족-대다,동사,눈을 할겨 자꾸 족 훑어보다.,비슷한말 할기족-거리다
38700,할기족-하다,동사,눈을 할겨 족 훑어보다.,
38702,할기족할기족-하다,동사,눈을 할겨 계속 족 훑어보다.,비슷한말 할기족-거리다
38710,할깃-거리다,동사,가볍게 자꾸 할겨 보다.,"비슷한말 할깃-대다, 할깃할깃-하다"
38711,할깃-대다,동사,가볍게 자꾸 할겨 보다.,비슷한말 할깃-거리다
38713,할깃-하다,동사,가볍게 한 번 할겨 보다.,
38715,할깃할깃-하다,동사,가볍게 계속 할겨 보다.,비슷한말 할깃-거리다
38717,할깃흘깃-하다,동사,가볍게 자꾸 할겼다 흘겼다 하다.,
38803,할딱-거리다,동사,숨을 가쁘고 급하게 쉬는 소리를 자꾸 내다.,"비슷한말 할딱-대다, 할딱할딱-하다
참고 어휘 헐떡-거리다"
38806,할딱-대다,동사,숨을 가쁘고 급하게 쉬는 소리를 자꾸 내다.,비슷한말 할딱-거리다
38814,할딱-이다,동사,숨을 가쁘고 급하게 몰아쉬는 소리를 내다.,
38821,할딱할딱-하다,동사,숨을 자꾸 가쁘고 급하게 쉬는 소리를 내다.,비슷한말 할딱-거리다
38862,할랑-거리다,동사,할가워서 이리저리 자꾸 움직이다.,"비슷한말 할랑-대다, 할랑할랑-하다
참고 어휘 헐렁-거리다"
38864,할랑-대다,동사,할가워서 이리저리 자꾸 움직이다.,비슷한말 할랑-거리다
38866,할랑-이다,동사,할가워서 이리저리 움직이다.,
38874,할랑할랑-하다,동사,할가워서 자꾸 이리저리 움직이다.,비슷한말 할랑-거리다
38884,할래발딱-거리다,동사,숨을 잇따라 조금 가쁘고 거칠게 자꾸 몰아쉬다.,"비슷한말 할래발딱-대다, 할래발딱할래발딱-하다"
38885,할래발딱-대다,동사,숨을 잇따라 조금 가쁘고 거칠게 자꾸 몰아쉬다.,비슷한말 할래발딱-거리다
38886,할래발딱-이다,동사,숨을 잇따라 조금 가쁘고 거칠게 몰아쉬다.,
38887,할래발딱-하다,동사,숨을 조금 가쁘고 거칠게 몰아쉬다.,
38889,할래발딱할래발딱-하다,동사,숨을 자꾸 조금 가쁘고 거칠게 잇따라 몰아쉬다.,비슷한말 할래발딱-거리다
39452,할짝-거리다,동사,혀끝으로 잇따라 조금씩 가볍게 핥다.,"비슷한말 할짝-대다, 할짝할짝-하다
참고 어휘 할쭉-거리다"
39453,할짝-대다,동사,혀끝으로 잇따라 조금씩 가볍게 핥다.,비슷한말 할짝-거리다
39456,할짝할짝-하다,동사,혀끝으로 조금씩 가볍게 잇따라 핥다.,비슷한말 할짝-거리다
39462,할쭉-거리다,동사,혀끝으로 잇따라 가볍게 핥다.,"비슷한말 할쭉-대다, 할쭉할쭉-하다
참고 어휘 할짝-거리다"
39463,할쭉-대다,동사,혀끝으로 잇따라 가볍게 핥다.,비슷한말 할쭉-거리다
39470,할쭉할쭉-하다,동사,혀끝으로 가볍게 잇따라 핥다.,비슷한말 할쭉-거리다
39482,할퀴다,동사,손톱이나 날카로운 물건으로 긁어 상처를 내다.,비슷한말 각치다
39504,할할-거리다,동사,숨이 차서 숨을 자꾸 고르지 아니하게 쉬다.,비슷한말 할할-대다
39505,할할-대다,동사,숨이 차서 숨을 자꾸 고르지 아니하게 쉬다.,비슷한말 할할-거리다
39506,할할-하다,동사,숨이 차서 숨을 고르지 아니하게 쉬다.,
39517,핥다,동사,혀가 물체의 겉면에 살짝 닿으면서 지나가게 하다.,
39519,핥아-먹다,동사,옳지 못한 수단으로 남의 재물을 빼앗다.,비슷한말 핥아-세다
39520,핥아-세다,동사,옳지 못한 수단으로 남의 재물을 단번에 빼앗다.,비슷한말 핥아-먹다
39603,함께-하다,동사,경험이나 생활 따위를 얼마 동안 더불어 하다.,"비슷한말 같이-하다
반대말 달리-하다"
40273,함지질-하다,동사,함지로 복대기나 감흙을 일어서 금을 잡다.,
41497,합쇼-하다,동사,하십시오체의 말씨를 쓰다.,"본말 합시오-하다
비슷한말 하십시오-하다"
41540,합시오-하다,동사,‘합쇼하다’의 본말.,준말 합쇼-하다
41798,합죽-거리다,동사,이가 빠져 입술과 볼이 오므라진 사람이 입을 자꾸 움직이다.,"비슷한말 합죽-대다, 합죽합죽-하다"
41800,합죽-대다,동사,이가 빠져 입술과 볼이 오므라진 사람이 입을 자꾸 움직이다.,비슷한말 합죽-거리다
41808,합죽합죽-하다,동사,이가 빠져 입술과 볼이 오므라진 사람이 입을 잇따라 움직이다.,비슷한말 합죽-거리다
44475,해가림-하다,동사,보호하기 위하여 햇볕을 가려 주다.,
44528,해거리-하다,동사,한 해를 거르다.,비슷한말 격년-하다(隔年하다)
44787,해까닥-하다,동사,정신을 차릴 수 없이 아찔해지거나 정신이 나가다.,
44821,해끗-거리다,동사,군데군데 하얀 빛깔이 자꾸 보이다.,"비슷한말 해끗-대다, 해끗해끗-하다"
44822,해끗-대다,동사,군데군데 하얀 빛깔이 자꾸 보이다.,비슷한말 해끗-거리다
44833,해-나다,동사,날씨가 흐리지 아니하고 개다.,
44893,해-내다,동사,상대편을 여지없이 이겨 내다.,
45108,해득-거리다,동사,가볍고 경망스럽게 자꾸 웃다.,"비슷한말 해득-대다, 해득해득-하다
참고 어휘 히득-거리다"
45110,해득-대다,동사,가볍고 경망스럽게 자꾸 웃다.,비슷한말 해득-거리다
45112,해득-되다,동사,뜻이 깨쳐져 이해되다.,
45118,해득해득-하다,동사,자꾸 가볍고 경망스럽게 웃다.,비슷한말 해득-거리다
45121,해들-거리다,동사,웃음을 참지 못하고 조금 싱겁게 자꾸 웃다.,"비슷한말 해들-대다, 해들해들-하다
참고 어휘 히들-거리다"
45122,해들-대다,동사,웃음을 참지 못하고 조금 싱겁게 자꾸 웃다.,비슷한말 해들-거리다
45125,해들해들-하다,동사,걷잡지 못하는 웃음을 조금 싱겁게 자꾸 웃다.,비슷한말 해들-거리다
45136,해-뜨리다,동사,닳아서 떨어지게 하다.,"비슷한말 해-트리다, 해어-뜨리다, 해어-트리다"
45142,해뜩-거리다,동사,갑자기 몸을 뒤로 잦히며 자꾸 자빠지다.,"비슷한말 해뜩-대다, 해뜩해뜩-하다"
45147,해뜩-대다,동사,갑자기 몸을 뒤로 잦히며 자꾸 자빠지다.,비슷한말 해뜩-거리다
45154,해뜩-이다,동사,다른 빛깔 속에 하얀 빛깔이 군데군데 뒤섞여 얼비치다.,
45162,해뜩해뜩-하다,동사,몸을 갑자기 뒤로 잦히며 자꾸 자빠지다.,비슷한말 해뜩-거리다
45175,해라-하다,동사,해라체의 말씨를 쓰다.,
45230,해롱-거리다,동사,버릇없이 경솔하게 자꾸 까불다.,"비슷한말 해롱-대다, 해롱해롱-하다
참고 어휘 희룽-거리다"
45232,해롱-대다,동사,버릇없이 경솔하게 자꾸 까불다.,비슷한말 해롱-거리다
45236,해롱해롱-하다,동사,자꾸 버릇없이 경솔하게 까불다.,비슷한말 해롱-거리다
45412,해맞이-하다,동사,해가 뜨는 것을 구경하거나 맞이하다.,
45561,해-묵다,동사,어떤 물건이 해를 넘겨 오랫동안 남아 있다.,
45687,해바라기-하다,동사,추울 때 양지바른 곳에 나와 햇볕을 쬐다.,
45689,해-바라지다,동사,어울리지 아니하게 넓게 바라지다.,참고 어휘 헤-벌어지다
45709,해반닥-거리다,동사,눈을 크게 뜨고 흰자위를 자꾸 반득이며 움직이다. 또는 그렇게 되게 하다.,"비슷한말 해반닥-대다, 해반닥해반닥-하다
참고 어휘 희번덕-거리다"
45711,해반닥-대다,동사,눈을 크게 뜨고 흰자위를 자꾸 반득이며 움직이다. 또는 그렇게 되게 하다.,비슷한말 해반닥-거리다
45713,해반닥-이다,동사,눈을 크게 뜨고 흰자위를 반득이며 움직이다. 또는 그렇게 되게 하다.,
45719,해반닥해반닥-하다,동사,눈을 크게 뜨고 흰자위를 잇따라 반득이며 움직이다. 또는 그렇게 되게 하다.,비슷한말 해반닥-거리다
45754,해-발리다,동사,어울리지 않게 사이를 벌어지게 하다.,
45765,해발쪽-하다,동사,입이나 구멍 따위가 속이 들여다보일 정도로 조금 넓게 바라지다.,
45768,해발쪽해발쪽-하다,동사,입이나 구멍 따위가 여럿이 다 또는 자꾸 속이 들여다보일 정도로 조금 넓게 바라지다.,
45903,해-보다,동사,대들어 맞겨루거나 싸우다.,
47146,해어-뜨리다,동사,닳아서 떨어지게 하다.,"비슷한말 해-뜨리다, 해-트리다, 해어-트리다"
47149,해어-지다,동사,닳아서 떨어지다.,비슷한말 해-지다
47150,해어-트리다,동사,닳아서 떨어지게 하다.,"비슷한말 해-뜨리다, 해-트리다, 해어-뜨리다"
47395,해요-하다,동사,해요체의 말씨를 쓰다.,
47619,해작-거리다,동사,활개를 벌려 가볍게 저으며 걷다.,"비슷한말 해작-대다, 해작해작-하다
참고 어휘 헤적-거리다"
47622,해작-대다,동사,활개를 벌려 가볍게 저으며 걷다.,비슷한말 해작-거리다
47625,해작-이다,동사,무엇을 찾으려고 조금씩 들추거나 파서 헤치다.,
47628,해작질-하다,동사,무엇을 조금씩 자꾸 들추거나 파서 헤치다.,
47633,해작해작-하다,동사,활개를 벌려 가벼이 저으며 걷다.,비슷한말 해작-거리다
47884,해족-하다,동사,흐뭇한 태도로 귀엽게 살짝 한 번 웃다.,
47922,해죽-거리다,동사,만족스러운 듯이 귀엽게 살짝 자꾸 웃다.,"비슷한말 해죽-대다, 해죽해죽-하다"
47924,해죽-대다,동사,만족스러운 듯이 귀엽게 살짝 자꾸 웃다.,비슷한말 해죽-거리다
47931,해죽-이다,동사,만족스러운 듯이 귀엽게 살짝 웃다.,
47932,해죽-하다,동사,만족스러운 듯이 귀엽게 살짝 한 번 웃다.,
47936,해죽해죽-하다,동사,만족스러운 듯이 자꾸 귀엽게 살짝 웃다.,비슷한말 해죽-거리다
48053,해찰-하다,동사,마음에 썩 내키지 아니하여 물건을 부질없이 이것저것 집적거려 해치다.,
48188,해-치우다,동사,어떤 일을 빠르고 시원스럽게 끝내다.,
48299,해-트리다,동사,닳아서 떨어지게 하다.,"비슷한말 해-뜨리다, 해어-뜨리다, 해어-트리다"
48391,해-하다,동사,해체의 말씨를 쓰다.,
48420,해해-거리다,동사,입을 조금 벌리고 힘없이 싱겁게 자꾸 웃다.,"비슷한말 해해-대다, 해해-하다"
48429,해해-대다,동사,입을 조금 벌리고 힘없이 싱겁게 자꾸 웃다.,비슷한말 해해-거리다
48432,해해-하다,동사,입을 조금 벌리고 자꾸 힘없이 싱겁게 웃다.,비슷한말 해해-거리다
49265,핼금-거리다,동사,가볍게 곁눈질하여 자꾸 살짝살짝 쳐다보다.,"비슷한말 핼금-대다, 핼금핼금-하다"
49266,핼금-대다,동사,가볍게 곁눈질하여 자꾸 살짝살짝 쳐다보다.,비슷한말 핼금-거리다
49267,핼금-하다,동사,가볍게 곁눈질하여 살짝 한 번 쳐다보다.,
49269,핼금핼금-하다,동사,가볍게 곁눈질하여 살짝살짝 자꾸 쳐다보다.,비슷한말 핼금-거리다
49271,핼긋-거리다,동사,가볍게 자꾸 살짝살짝 할겨 보다.,"비슷한말 핼긋-대다, 핼긋핼긋-하다"
49272,핼긋-대다,동사,가볍게 자꾸 살짝살짝 할겨 보다.,비슷한말 핼긋-거리다
49273,핼긋-하다,동사,가볍게 살짝 한 번 할겨 보다.,
49275,핼긋핼긋-하다,동사,가볍게 살짝살짝 자꾸 할겨 보다.,비슷한말 핼긋-거리다
,어휘,품사,뜻풀이,관련 어휘
173,찬찜질-하다,동사,찬물에 적신 천이나 차가운 성질의 약품 따위를 사용하여 찜질을 하다.,비슷한말 냉찜질-하다(冷찜질하다)
488,찰딱-거리다,동사,젖었거나 차진 물건이 다른 것에 세차게 달라붙었다 떨어지는 소리가 자꾸 나다.,"비슷한말 찰딱-대다, 찰딱찰딱-하다"
490,찰딱-대다,동사,젖었거나 차진 물건이 다른 것에 세차게 달라붙었다 떨어지는 소리가 자꾸 나다.,비슷한말 찰딱-거리다
491,찰딱-이다,동사,젖었거나 차진 물건이 다른 것에 세차게 달라붙는 소리가 나다.,
493,찰딱찰딱-하다,동사,젖었거나 차진 물건이 다른 것에 세차게 자꾸 달라붙었다 떨어지는 소리가 나다.,비슷한말 찰딱-거리다
494,찰딱-하다,동사,젖었거나 차진 물건이 다른 것에 세차게 달라붙는 소리가 나다.,
514,찰락-거리다,동사,적은 양의 물 따위가 흘러넘치거나 가볍게 부딪치는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,"비슷한말 찰락-대다, 찰락찰락-하다"
516,찰락-대다,동사,적은 양의 물 따위가 흘러넘치거나 가볍게 부딪치는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,비슷한말 찰락-거리다
518,찰락-이다,동사,적은 양의 물 따위가 흘러넘치거나 가볍게 부딪치는 소리가 나다. 또는 그런 소리를 내다.,
522,찰락찰락-하다,동사,적은 양의 물 따위가 자꾸 흘러넘치거나 가볍게 부딪치는 소리가 나다. 또는 그런 소리를 내다.,비슷한말 찰락-거리다
526,찰람-거리다,동사,작은 그릇 따위에 가득 찬 액체가 넘칠 듯이 자꾸 흔들리다. 또는 자꾸 흔들리면서 조금씩 넘쳐흐르다.,"비슷한말 찰람-대다, 찰람찰람-하다"
527,찰람-대다,동사,작은 그릇 따위에 가득 찬 액체가 넘칠 듯이 자꾸 흔들리다. 또는 자꾸 흔들리면서 조금씩 넘쳐흐르다.,비슷한말 찰람-거리다
529,찰람찰람-하다,동사,작은 그릇 따위에 가득 찬 액체가 자꾸 넘칠 듯이 흔들리다. 또는 흔들리면서 조금씩 넘쳐흐르다.,비슷한말 찰람-거리다
536,찰랑-거리다,동사,가득 찬 물 따위가 잔물결을 이루며 넘칠 듯 자꾸 흔들리다.,"비슷한말 찰랑-대다, 찰랑찰랑-하다
참고 어휘 철렁-거리다"
539,찰랑-대다,동사,가득 찬 물 따위가 잔물결을 이루며 넘칠 듯 자꾸 흔들리다.,비슷한말 찰랑-거리다
542,찰랑-이다,동사,가득 찬 물 따위가 잔물결을 이루며 넘칠 듯 흔들리다.,
548,찰랑찰랑-하다,동사,가득 찬 물 따위가 잔물결을 이루며 자꾸 넘칠 듯 흔들리다.,비슷한말 찰랑-거리다
552,찰랑-하다,동사,가득 찬 물 따위가 잔물결을 이루며 넘칠 듯 흔들리다.,
1251,참다,동사,"웃음, 울음, 아픔 따위를 억누르고 견디다.",
1260,참다-못하다,동사,참을 만큼 참다가 더 이상 참을 수 없다.,
1575,참빗질-하다,동사,참빗으로 빗다.,
2240,참척-하다,동사,한 가지 일에만 정신을 골똘하게 쓰다.,
2562,창갈이-하다,동사,신창을 새것이나 다른 것으로 바꾸어 대다.,
3028,창-받다,동사,신 바닥에 가죽이나 고무 따위의 조각을 새로 대어 붙이다.,
3031,창받이-하다,동사,신 바닥에 가죽이나 고무 따위의 조각으로 창을 대다.,
4047,찾다,동사,현재 주변에 없는 것을 얻거나 사람을 만나려고 여기저기를 뒤지거나 살피다. 또는 그것을 얻거나 그 사람을 만나다.,
4059,찾아-가다,동사,볼일을 보거나 특정한 사람을 만나기 위하여 그와 관련된 곳으로 가다.,
4061,찾아-내다,동사,찾기 어려운 사람이나 사물을 찾아서 드러내다.,
4063,찾아-다니다,동사,어떤 사람을 만나거나 어떤 곳을 보러 여기저기로 옮겨 다니다.,
4066,찾아-들다,동사,쉬거나 볼일을 보러 어떠한 곳으로 가다.,
4073,찾아-보다,동사,어떤 사람이 있는 곳으로 가서 그 사람을 만나다.,
4075,찾아-뵈다,동사,웃어른을 만나러 가서 보다.,
4076,찾아-뵙다,동사,웃어른을 만나러 가서 보다. ‘찾아뵈다’보다 더 겸양의 뜻을 나타낸다.,
4077,찾아-오다,동사,볼일을 보거나 특정한 사람을 만나기 위하여 그와 관련된 곳에 오다.,
4630,채다,동사,물건값이 오르다.,
4692,채-뜨리다,동사,‘채다’를 강조하여 이르는 말.,비슷한말 채-트리다
4888,채변-하다,동사,남이 무엇을 줄 때에 사양하다.,
4920,채비-하다,동사,"어떤 일이 되기 위하여 필요한 물건, 자세 따위가 미리 갖추어져 차려지다. 또는 어떤 일을 하기 위하여 필요한 물건, 자세 따위를 미리 갖추어 차리다.",
5163,채우다,동사,자물쇠 따위로 잠가서 문이나 서랍 따위를 열지 못하게 하다.,
5319,채질-하다,동사,채찍으로 치다.,비슷한말 채찍질-하다
5351,채찍질-하다,동사,채찍으로 치다.,비슷한말 채질-하다
5394,채-치다,동사,‘채다’를 강조하여 이르는 말.,
5440,채-트리다,동사,‘채다’를 강조하여 이르는 말.,비슷한말 채-뜨리다
6119,챙기다,동사,필요한 물건을 찾아서 갖추어 놓거나 무엇을 빠뜨리지 않았는지 살피다.,
6188,처-걸다,동사,굳게 닫아걸다.,
6204,처근처근-하다,동사,물기 있는 물건이 약간 끈기 있게 달라붙다.,
6207,처깔-하다,동사,문을 아주 굳게 닫아 잠가 두다.,참고 어휘 차깔-하다
6222,처-내다,동사,불길이나 연기 따위가 쏟아져 나오다.,
6227,처-넣다,동사,마구 집어넣다.,
6336,처-닫다,동사,함부로 거칠게 닫다.,
6339,처-담다,동사,마구 잔뜩 담다.,
6344,처-대다,동사,함부로 불에 대어서 살라 버리다.,비슷한말 처-지르다
6351,처덕-거리다,동사,빨랫방망이로 빨래를 자꾸 세게 두드려 소리를 내다.,"비슷한말 처덕-대다, 처덕처덕-하다
참고 어휘 차닥-거리다"
6354,처덕-대다,동사,빨랫방망이로 빨래를 자꾸 세게 두드려 소리를 내다.,비슷한말 처덕-거리다
6357,처덕-이다,동사,빨랫방망이로 빨래를 세게 두드려 소리를 내다.,
6363,처덕처덕-하다,동사,빨랫방망이로 빨래를 세게 자꾸 두드리는 소리를 내다.,비슷한말 처덕-거리다
6368,처-들이다,동사,"돈, 시간, 물자 따위를 마구 쓰다.",
6372,처-때다,동사,불을 요량 없이 마구 때다.,
6388,처-뜨리다,동사,맥없이 늘어뜨리다.,비슷한말 처-트리다
6627,처-마시다,동사,욕심 사납게 마구 마시다.,
6643,처-맡기다,동사,억지로 마구 맡기다.,
6649,처-매다,동사,친친 감아서 매다.,
6669,처-먹다,동사,욕심 사납게 마구 먹다.,
6689,처-바르다,동사,"물이나 풀, 약, 화장품 따위를 물체의 표면에 마구 문질러 묻히다.",
6691,처-박다,동사,매우 세게 박다.,
6695,처-박지르다,동사,‘처박다’를 속되게 이르는 말.,
6898,처-싣다,동사,함부로 잔뜩 싣다.,
6910,처-엎다,동사,마구 뒤엎다.,
6975,처-자다,동사,‘자다’를 속되게 이르는 말.,
6976,처-자빠지다,동사,‘자빠지다’를 속되게 이르는 말.,
6994,처-쟁이다,동사,잔뜩 눌러서 많이 쌓다.,
7021,처-지다,동사,위에서 아래로 축 늘어지다.,
7030,처-지르다,동사,아궁이 따위에 나무를 마구 몰아넣고 불을 때다.,
7118,처-트리다,동사,맥없이 늘어뜨리다.,비슷한말 처-뜨리다
8561,천덩-거리다,동사,끈기 있는 액체가 길게 처져 내리거나 뚝뚝 떨어지다.,"비슷한말 천덩-대다, 천덩천덩-하다"
8562,천덩-대다,동사,끈기 있는 액체가 길게 처져 내리거나 뚝뚝 떨어지다.,비슷한말 천덩-거리다
8564,천덩천덩-하다,동사,끈기 있는 액체가 뚝뚝 떨어지거나 길게 처져 내리다.,비슷한말 천덩-거리다
8645,천둥-하다,동사,대기 중에 뇌성과 번개를 동반하는 방전 현상이 일어나다.,
10967,천-트다,동사,남의 추천을 받다.,
11755,철-나다,동사,사리를 분별하여 판단할 줄 아는 힘이 생기다.,비슷한말 철-들다
11883,철-들다,동사,사리를 분별하여 판단하는 힘이 생기다.,비슷한말 철-나다
11901,철떡-거리다,동사,젖었거나 차진 물건이 다른 것에 매우 세차게 들러붙었다 떨어지는 소리가 자꾸 나다.,"비슷한말 철떡-대다, 철떡철떡-하다"
11906,철떡-대다,동사,젖었거나 차진 물건이 다른 것에 매우 세차게 들러붙었다 떨어지는 소리가 자꾸 나다.,비슷한말 철떡-거리다
11910,철떡-이다,동사,젖었거나 차진 물건이 다른 것에 매우 세차게 들러붙는 소리가 나다.,
11917,철떡철떡-하다,동사,젖었거나 차진 물건이 다른 것에 매우 세차게 자꾸 들러붙었다 떨어지는 소리가 나다.,비슷한말 철떡-거리다
11920,철떡-하다,동사,젖었거나 차진 물건이 다른 것에 몹시 세차게 들러붙는 소리가 나다.,
11938,철럭-거리다,동사,많은 양의 물 따위가 흘러넘치거나 가볍게 부딪치는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,"비슷한말 철럭-대다, 철럭철럭-하다"
11940,철럭-대다,동사,많은 양의 물 따위가 흘러넘치거나 가볍게 부딪치는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,비슷한말 철럭-거리다
11942,철럭-이다,동사,많은 양의 물 따위가 흘러넘치거나 가볍게 부딪치는 소리가 나다. 또는 그런 소리를 내다.,
11946,철럭철럭-하다,동사,많은 양의 물 따위가 자꾸 흘러넘치거나 가볍게 부딪치는 소리가 나다. 또는 그런 소리를 내다.,비슷한말 철럭-거리다
11949,철럼-거리다,동사,그릇에 담긴 액체가 넘칠 듯이 자꾸 흔들리다. 또는 자꾸 흔들리면서 넘쳐흐르다.,"비슷한말 철럼-대다, 철럼철럼-하다"
11950,철럼-대다,동사,그릇에 담긴 액체가 넘칠 듯이 자꾸 흔들리다. 또는 자꾸 흔들리면서 넘쳐흐르다.,비슷한말 철럼-거리다
11952,철럼철럼-하다,동사,그릇에 담긴 액체가 자꾸 넘칠 듯이 흔들리다. 또는 자꾸 흔들리면서 넘쳐흐르다.,비슷한말 철럼-거리다
11957,철렁-거리다,동사,그득 찬 물 따위가 큰 물결을 이루며 넘칠 듯 자꾸 흔들리다.,"비슷한말 철렁-대다, 철렁철렁-하다"
11960,철렁-대다,동사,그득 찬 물 따위가 큰 물결을 이루며 넘칠 듯 자꾸 흔들리다.,비슷한말 철렁-거리다
11963,철렁-이다,동사,그득 찬 물 따위가 큰 물결을 이루며 넘칠 듯 흔들리다.,
11969,철렁철렁-하다,동사,그득 찬 물 따위가 큰 물결을 이루며 자꾸 넘칠 듯 흔들리다.,비슷한말 철렁-거리다
11973,철렁-하다,동사,그득 찬 물 따위가 큰 물결을 이루며 넘칠 듯 흔들리는 소리가 나다.,
12057,철-모르다,동사,사리를 분간할 줄 모르다.,비슷한말 세상-모르다(世上모르다)
12686,철-찾다,동사,제철에 맞추다.,
13842,첫나들이-하다,동사,갓난아이가 처음으로 나들이를 하다.,
13915,첫물-가다,동사,그해 들어 첫 홍수가 나다.,비슷한말 첫물-지다
13917,첫물-지다,동사,그해 들어 첫 홍수가 나다.,비슷한말 첫물-가다
14029,첫째-가다,동사,무엇보다 우선적으로 꼽히거나 으뜸이 되다.,
18570,체질-하다,동사,체로 가루를 치거나 액체를 거르거나 밭다.,비슷한말 사별-하다(篩別하다)
19000,쳐-내다,동사,깨끗하지 못한 것을 쓸어 모아서 일정한 곳으로 가져가다.,
19003,쳐-내려오다,동사,적이 위쪽이나 북쪽에서 공격해 오다.,
19008,쳐다-보다,동사,위를 향하여 올려 보다.,본말 치어다-보다
19016,쳐-들다,동사,위로 들어 올리다.,
19020,쳐-들어가다,동사,적을 무찔러 들어가다.,
19021,쳐-들어오다,동사,적이 무력으로 침입하여 들어오다.,
19026,쳐-부수다,동사,공격하여 무찌르다.,
19032,쳐-올리다,동사,위로 세게 들어 올리다.,
19034,쳐-주다,동사,셈을 맞추어 주다.,
20290,초-들다,동사,어떤 사실을 입에 올려서 말하다.,비슷한말 쳐-들다
20343,초라-떼다,동사,격에 맞지 않는 짓이나 차림새로 창피를 당하다.,
21497,초싹-거리다,동사,입거나 업거나 지거나 한 물건을 조금 가볍게 자꾸 추켜올리거나 흔들다.,"비슷한말 초싹-대다, 초싹초싹-하다
참고 어휘 추썩-거리다"
21504,초싹-대다,동사,입거나 업거나 지거나 한 물건을 조금 가볍게 자꾸 추켜올리거나 흔들다.,비슷한말 초싹-거리다
21509,초싹-이다,동사,입거나 업거나 지거나 한 물건을 조금 가볍게 추켜올리거나 흔들다.,
21519,초싹초싹-하다,동사,입거나 업거나 지거나 한 물건을 자꾸 조금 가볍게 추켜올리거나 흔들다.,비슷한말 초싹-거리다
24043,촐싹-거리다,동사,주책없이 달랑거리며 자꾸 돌아다니다.,"비슷한말 촐싹-대다, 촐싹촐싹-하다
참고 어휘 출썩-거리다"
24047,촐싹-대다,동사,주책없이 달랑거리며 자꾸 돌아다니다.,비슷한말 촐싹-거리다
24051,촐싹-이다,동사,주책없이 달랑거리며 돌아다니다.,
24059,촐싹촐싹-하다,동사,자꾸 주책없이 달랑거리며 돌아다니다.,비슷한말 촐싹-거리다
24069,촐촐-거리다,동사,물 따위가 자꾸 조금씩 넘치다.,비슷한말 촐촐-대다
24071,촐촐-대다,동사,물 따위가 자꾸 조금씩 넘치다.,비슷한말 촐촐-거리다
24073,촐촐-하다,동사,물 따위가 조금씩 넘치다.,
24531,총령-하다,동사,모든 것을 전부 거느리다.,
25271,총채질-하다,동사,총채로 먼지를 떨어내다.,
28151,추근-거리다,동사,조금 성가실 정도로 은근히 자꾸 귀찮게 굴다.,비슷한말 추근-대다
28152,추근-대다,동사,조금 성가실 정도로 은근히 자꾸 귀찮게 굴다.,비슷한말 추근-거리다
28200,추기다,동사,다른 사람을 꾀어서 무엇을 하도록 하다.,"참고 어휘 부추기다, 추키다"
28281,추다,동사,업거나 지거나 한 것을 치밀어서 올리다.,
28478,추렴-하다,동사,모임이나 놀이 또는 잔치 따위의 비용으로 여럿이 각각 얼마씩의 돈을 내어 거두다.,
28558,추리다,동사,섞여 있는 것에서 여럿을 뽑아내거나 골라내다.,
29031,추서다,동사,병을 앓거나 몹시 지쳐서 허약하여진 몸이 차차 회복되다.,
29205,추스르다,동사,추어올려 다루다.,
29279,추썩-거리다,동사,입거나 업거나 지거나 한 물건을 가볍게 자꾸 추켜올리거나 흔들다.,"비슷한말 추썩-대다, 추썩추썩-하다
참고 어휘 초싹-거리다"
29282,추썩-대다,동사,입거나 업거나 지거나 한 물건을 가볍게 자꾸 추켜올리거나 흔들다.,비슷한말 추썩-거리다
29285,추썩-이다,동사,입거나 업거나 지거나 한 물건을 가볍게 추켜올리거나 흔들다.,
29291,추썩추썩-하다,동사,입거나 업거나 지거나 한 물건을 자꾸 가볍게 추켜올리거나 흔들다.,비슷한말 추썩-거리다
29329,추어-내다,동사,속을 파헤쳐 모조리 끄집어내다.,비슷한말 들추어-내다
29340,추어-올리다,동사,"옷이나 물건, 신체 일부 따위를 위로 가뜬하게 올리다.","준말 춰-올리다
비슷한말 추켜-올리다, 치켜-올리다, 치키다"
29343,추어-주다,동사,실제보다 과장되게 칭찬하다.,"준말 춰-주다
비슷한말 추어-올리다, 추켜-올리다, 치켜-올리다"
29417,추워-지다,동사,대기의 온도가 낮아지다.,반대말 더워-지다
29419,추워-하다,동사,추위를 느끼다.,반대말 더워-하다
29558,추적-거리다,동사,비나 진눈깨비가 축축하게 자꾸 내리다.,"비슷한말 추적-대다, 추적추적-하다"
29577,추적-대다,동사,비나 진눈깨비가 축축하게 자꾸 내리다.,비슷한말 추적-거리다
29603,추적-이다,동사,비나 진눈깨비가 축축하게 내리다.,
29621,추적추적-하다,동사,비나 진눈깨비가 자꾸 축축하게 내리다.,비슷한말 추적-거리다
30106,추켜-들다,동사,치올리어 들다.,
30108,추켜-매다,동사,값을 썩 올려 매기다.,
