13772,밴덕-스럽다,형용사,요랬다조랬다 변하기를 잘하는 태도나 성질이 있다.,"비슷한말 밴덕-맞다
참고 어휘 뱐덕-스럽다, 변덕-스럽다(變德스럽다)"
14524,뱅충-맞다,형용사,약간 똘똘하지 못하고 어리석으며 수줍음을 타는 데가 있다.,참고 어휘 빙충-맞다
14651,뱐덕-맞다,형용사,요랬다조랬다 하는 변하기 쉬운 태도나 성질이 있다.,비슷한말 뱐덕-스럽다
14652,뱐덕-스럽다,형용사,요랬다조랬다 하는 변하기 쉬운 태도나 성질이 있다.,"비슷한말 뱐덕-맞다
참고 어휘 밴덕-스럽다, 변덕-스럽다(變德스럽다)"
14661,뱐미주룩-하다,형용사,어떤 물체의 밋밋한 끝이 조금 내밀어져 있다.,
14663,뱐뱐-하다,형용사,됨됨이나 생김새 따위가 별로 흠이 없고 웬만하다.,참고 어휘 변변-하다
14670,뱐주그레-하다,형용사,얼굴 생김새가 그런대로 깜찍하게 반반하다.,
14676,뱐-하다,형용사,조금 반하다.,참고 어휘 뺜-하다
14733,버겁다,형용사,물건이나 세력 따위가 다루기에 힘에 겹거나 거북하다.,
14800,버근-하다,형용사,맞붙인 것이 벌어져 틈이 있다.,
14860,버긋-하다,형용사,맞붙은 곳에 틈이 조금 벌어져 있다.,
15050,버드름-하다,형용사,조금 큰 물체 따위가 밖으로 약간 벋은 듯하다.,"준말 버듬-하다
참고 어휘 바드름-하다, 뻐드름-하다"
15351,버룩-하다,형용사,"귀, 코, 그릇 따위의 전이 밖으로 벌어져 있다.",참고 어휘 바룩-하다
15415,버름버름-하다,형용사,물건의 여러 틈이 다 꼭 맞지 않고 조금 벌어져 있다.,
15416,버름-하다,형용사,물건의 틈이 꼭 맞지 않고 조금 벌어져 있다.,
15440,버릇-없다,형용사,어른이나 남 앞에서 마땅히 지켜야 할 예의가 없다.,
15739,버서석버서석-하다,형용사,‘버석버석하다’의 본말.,"준말 버석버석-하다
참고 어휘 바사삭바사삭-하다, 뻐서석뻐서석-하다, 퍼서석퍼서석-하다"
15742,버서석-하다,형용사,‘버석하다’의 본말.,"준말 버석-하다
참고 어휘 바사삭-하다, 뻐서석-하다, 퍼서석-하다"
15758,버석버석-하다,형용사,부스러지기 쉬울 정도로 물기가 너무 없이 부숭부숭하다.,"본말 버서석버서석-하다
참고 어휘 바삭바삭-하다, 버썩버썩-하다, 뻐석뻐석-하다, 퍼석퍼석-하다"
15761,버석-하다,형용사,부스러지기 쉬울 정도로 물기가 없이 부숭부숭하다.,"본말 버서석-하다
참고 어휘 바삭-하다, 버썩-하다, 뻐석-하다, 퍼석-하다"
15864,버-성기다,형용사,벌어져서 틈이 있다.,
15916,버스름-하다,형용사,버스러져 사이가 버름하다.,
16097,버슬버슬-하다,형용사,덩이진 가루 따위가 물기가 말라서 부스러지기 쉽다.,
16113,버슷버슷-하다,형용사,여러 사람의 사이가 모두 서로 잘 어울리지 아니하다.,
16114,버슷-하다,형용사,두 사람의 사이가 서로 잘 어울리지 않다.,
16236,버젓-하다,형용사,남의 시선을 의식하여 조심하거나 굽히는 데가 없다.,참고 어휘 뻐젓-하다
16830,벅차다,형용사,감당하기가 어렵다.,
16937,번거-롭다,형용사,일의 갈피가 어수선하고 복잡한 데가 있다.,비슷한말 번쇄-하다(煩瑣하다/煩碎하다)
16941,번거-하다,형용사,조용하지 못하고 자리가 어수선하다.,
17076,번드럽다,형용사,껄껄하지 않고 윤기가 나도록 미끄럽다.,"참고 어휘 반드럽다, 뻔드럽다"
17079,번드레-하다,형용사,실속 없이 겉모양만 번드르르하다.,"준말 번들-하다
참고 어휘 반드레-하다, 뻔드레-하다"
17081,번드르르-하다,형용사,윤기가 있고 미끄럽다.,
17123,번들번들-하다,형용사,거죽이 윤이 날 정도로 아주 미끄럽다.,"비슷한말 번들-거리다, 번들-대다
참고 어휘 반들반들-하다, 뻔들뻔들-하다"
17154,번듯번듯-하다,형용사,큰 물체가 여럿이 다 비뚤어지거나 기울거나 굽지 아니하고 바르다.,
17162,번듯-하다,형용사,큰 물체가 비뚤어지거나 기울거나 굽지 아니하고 바르다.,"참고 어휘 반듯-하다, 번뜻-하다"
17290,번번-하다,형용사,구김살이나 울퉁불퉁한 데가 없이 펀펀하고 번듯하다.,"참고 어휘 반반-하다, 뻔뻔-하다"
17543,번연-하다,형용사,‘번하다’의 본말.,준말 번-하다
17553,번열-하다,형용사,‘벌열하다’의 변한말.,
17683,번주그레-하다,형용사,생김새가 겉보기에 번번하다.,참고 어휘 반주그레-하다
17727,번지럽다,형용사,기름기나 물기 따위가 묻어서 윤이 나고 미끄럽다.,참고 어휘 반지랍다
17733,번지레-하다,형용사,거죽이 얼마간 윤이 나고 미끄럽다.,
17738,번지르르-하다,형용사,거죽에 기름기나 물기 따위가 묻어서 윤이 나고 미끄럽다.,
17794,번질-나다,형용사,잇따라 드나드는 것이 잦다.,"참고 어휘 뻔질-나다, 뻔찔-나다"
17801,번질번질-하다,형용사,거죽이 윤기가 흐르고 매우 미끄럽다.,"비슷한말 번질-거리다, 번질-대다"
17836,번쩍번쩍-하다,형용사,큰 빛이 잇따라 잠깐 나타났다가 사라지며 빛나는 상태에 있다.,
17916,번-하다,형용사,어두운 가운데 밝은 빛이 비치어 조금 훤하다.,"참고 어휘 반-하다, 뻔-하다"
18034,벋다,형용사,끝이 바깥쪽으로 향하여 있다.,반대말 옥다
18048,벋버듬-하다,형용사,두 끝이 버드러져 나가 사이가 뜨다.,
18052,벋버스름-하다,형용사,마음이 맞지 않아 사이가 벌어져 있다.,
18146,벌거이드르르-하다,형용사,벌겋고 이드르르하다.,참고 어휘 발가야드르르-하다
18183,벌겋다,형용사,어둡고 엷게 붉다.,"참고 어휘 발갛다, 뻘겋다"
18212,벌그데데-하다,형용사,산뜻하지 못하고 조금 천박하게 벌그스름하다.,"참고 어휘 발그대대-하다, 뻘그데데-하다"
18214,벌그뎅뎅-하다,형용사,고르지 않게 벌그스름하다.,"참고 어휘 발그댕댕-하다, 뻘그뎅뎅-하다"
18216,벌그레-하다,형용사,엷게 벌그스름하다.,
18218,벌그름-하다,형용사,조금 벌겋다.,"비슷한말 벌그스레-하다, 벌그스름-하다, 벌긋-하다
참고 어휘 발그름-하다, 뻘그름-하다"
18224,벌그무레-하다,형용사,아주 엷게 벌그스름하다.,참고 어휘 발그무레-하다
18230,벌그숙숙-하다,형용사,수수하고 걸맞게 벌겋다.,참고 어휘 발그속속-하다
18233,벌그스레-하다,형용사,조금 벌겋다.,"비슷한말 벌그름-하다, 벌그스름-하다, 벌긋-하다
참고 어휘 발그스레-하다, 뻘그스레-하다"
18235,벌그스름-하다,형용사,조금 벌겋다.,"비슷한말 벌그름-하다, 벌그스레-하다, 벌긋-하다
참고 어휘 발그스름-하다, 뻘그스름-하다"
18238,벌그죽죽-하다,형용사,칙칙하고 고르지 않게 벌그스름하다.,"참고 어휘 발그족족-하다, 뻘그죽죽-하다"
18256,벌긋벌긋-하다,형용사,군데군데 벌그스름하다.,
18258,벌긋-하다,형용사,조금 벌겋다.,"비슷한말 벌그름-하다, 벌그스레-하다, 벌그스름-하다
참고 어휘 발긋-하다, 뻘긋-하다"
18352,벌다,형용사,몸피가 한 주먹이나 한 아름에 들 정도보다 조금 더 크다.,
18460,벌렁벌렁-하다,형용사,성격이나 행동 따위가 아주 가볍고 재빠르다.,
18547,벌룩벌룩-하다,형용사,탄력 있는 큰 물체의 틈이나 구멍이 여럿이 다 크게 벌어져 있다.,
18551,벌룩-하다,형용사,탄력 있는 큰 물체의 틈이나 구멍이 크게 벌어져 있다.,
18608,벌름-하다,형용사,탄력 있는 물체가 우므러져 있지 않고 조금 벌어져 있다.,
19012,벌쭉벌쭉-하다,형용사,물체 따위가 여럿이 다 좁고 길게 벌어져서 쳐들려 있다.,
19022,벌쭉-하다,형용사,좁고 길게 벌어져서 쳐들려 있다.,
21743,벙긋-하다,형용사,입이나 문 따위의 틈새가 조금 크게 벌어져 있다.,
21773,벙벙-하다,형용사,어리둥절하여 얼빠진 사람처럼 멍하다.,참고 어휘 뻥뻥-하다
21887,벙-하다,형용사,얼빠진 사람처럼 멍하다.,참고 어휘 뻥-하다
22968,베슥-하다,형용사,힘없이 한쪽으로 약간 기울어져 있다.,"참고 어휘 배슥-하다, 비슥-하다"
25313,벼락-같다,형용사,일어난 행동이 몹시 빠르다.,
25413,벼랑-지다,형용사,땅이 가파른 벼랑으로 되어 있다.,
26752,변변찮다,형용사,됨됨이나 생김새 따위가 어지간하지 못하다.,
26755,변변-하다,형용사,됨됨이나 생김새 따위가 흠이 없고 어지간하다.,참고 어휘 뱐뱐-하다
28744,별쭝-나다,형용사,말이나 하는 짓이 아주 별스럽다.,
28745,별쭝-맞다,형용사,몹시 별쭝나다.,
28746,별쭝-스럽다,형용사,말이나 하는 짓이 아주 별스러운 데가 있다.,
30640,볕-바르다,형용사,햇볕이 바로 비치어 밝고 따뜻하다.,
31338,보글보글-하다,형용사,머리카락 따위가 잇따라 짧게 꼬부라져 뭉친 상태에 있다.,비슷한말 보글-거리다
31852,보독보독-하다,형용사,물기가 있는 물건의 거죽이 거의 말라 약간 빳빳하게 굳어진 상태에 있다.,
31856,보독-하다,형용사,물기가 있는 물건의 거죽이 거의 말라 약간 빳빳하다.,"참고 어휘 부둑-하다, 뽀독-하다"
31874,보동-되다,형용사,길이가 짧고 통통하다.,
31880,보동보동-하다,형용사,통통하게 살이 찌고 보드랍다.,
31943,보드랍다,형용사,닿거나 스치는 느낌이 거칠거나 빳빳하지 않다.,참고 어휘 부드럽다
31954,보드레-하다,형용사,꽤 보드라운 느낌이 있다.,참고 어휘 부드레-하다
32014,보들보들-하다,형용사,살갗에 닿는 느낌이 매우 보드랍다.,
32218,보람-되다,형용사,"어떤 일을 한 뒤에 좋은 결과나 가치, 만족감이 있다.",
32222,보람-차다,형용사,어떤 일을 한 뒤에 결과가 몹시 좋아서 자랑스러움과 자부심을 갖게 할 만큼 만족스럽다.,비슷한말 아름-차다
32231,보랏-지다,형용사,보람이 많다.,
32354,보로통-하다,형용사,붓거나 부풀어 올라서 볼록하다.,"참고 어휘 부루퉁-하다, 뽀로통-하다"
32785,보리퉁-하다,형용사,두 뺨이 탐스럽게 퉁퉁하여 귀염성이 있다.,
33042,보배-롭다,형용사,귀하고 소중한 가치가 있다.,
33048,보배-스럽다,형용사,보기에 귀하고 소중한 데가 있다.,
33237,보삭보삭-하다,형용사,살이 핏기가 없이 조금 부어오른 데가 있다.,
33722,보송보송-하다,형용사,잘 말라서 물기가 없고 보드랍다.,
33727,보송-하다,형용사,물기가 없고 보드랍다.,참고 어휘 뽀송-하다
33935,보스스-하다,형용사,가는 털이나 솜털 따위가 짧고 보드랍게 나오거나 조금 흐트러져 있다.,
33988,보슬보슬-하다,형용사,덩이진 가루 따위가 물기가 적어 엉기지 못하고 바스러지기 쉬운 상태이다.,
34373,보암직-하다,형용사,눈여겨볼 만한 값어치가 있다.,
34420,보얗다,형용사,연기나 안개가 낀 것처럼 선명하지 못하고 조금 하얗다.,"참고 어휘 부옇다, 뽀얗다"
34682,보유스레-하다,형용사,선명하지 않고 약간 보얗다.,"비슷한말 보유스름-하다
참고 어휘 부유스레-하다, 뽀유스레-하다"
34685,보유스름-하다,형용사,선명하지 않고 약간 보얗다.,"비슷한말 보유스레-하다
참고 어휘 부유스름-하다, 뽀유스름-하다"
34750,보윰-하다,형용사,빛이 조금 보얗다.,"참고 어휘 부윰-하다, 뽀윰-하다"
34983,보잇보잇-하다,형용사,군데군데의 빛이 조금씩 보얗다.,참고 어휘 부잇부잇-하다
34985,보잇-하다,형용사,빛이 조금 보얀 듯하다.,참고 어휘 부잇-하다
35021,보잘것-없다,형용사,볼만한 가치가 없을 정도로 하찮다.,비슷한말 하잘것-없다
36972,보풀보풀-하다,형용사,보푸라기가 여기저기에 잘게 일어나 있다.,
39710,복슬복슬-하다,형용사,살이 찌고 털이 많아서 귀엽고 탐스럽다.,
41781,본데-없다,형용사,보고 배운 것이 없다. 또는 행동이 예의범절에 어긋나는 데가 있다.,
42706,볼강-스럽다,형용사,어른 앞에서 버릇없고 공손하지 못한 태도가 있다.,참고 어휘 불경-스럽다(不敬스럽다)
42753,볼그대대-하다,형용사,산뜻하지 못하고 조금 천박하게 볼그스름하다.,참고 어휘 불그데데-하다
42755,볼그댕댕-하다,형용사,고르지 아니하게 볼그스름하다.,참고 어휘 불그뎅뎅-하다
42757,볼그레-하다,형용사,엷게 볼그스름하다.,"참고 어휘 불그레-하다, 뽈그레-하다"
42759,볼그름-하다,형용사,산뜻하게 조금 붉다.,"비슷한말 볼그스레-하다, 볼그스름-하다, 볼긋-하다
참고 어휘 불그름-하다, 뽈그름-하다"
42763,볼그무레-하다,형용사,아주 엷게 볼그스름하다.,참고 어휘 불그무레-하다
42765,볼그속속-하다,형용사,수수하고 걸맞게 볼그스름하다.,참고 어휘 불그숙숙-하다
42768,볼그스레-하다,형용사,산뜻하게 조금 붉다.,"비슷한말 볼그름-하다, 볼그스름-하다, 볼긋-하다
참고 어휘 불그스레-하다, 뽈그스레-하다"
42770,볼그스름-하다,형용사,산뜻하게 조금 붉다.,"비슷한말 볼그름-하다, 볼그스레-하다, 볼긋-하다
참고 어휘 불그스름-하다, 뽈그스름-하다"
42773,볼그족족-하다,형용사,칙칙하고 고르지 아니하게 볼그스름하다.,"참고 어휘 불그죽죽-하다, 뽈그족족-하다"
42789,볼긋볼긋-하다,형용사,군데군데 볼그스름하다.,
42791,볼긋-하다,형용사,산뜻하게 조금 붉다.,"비슷한말 볼그름-하다, 볼그스레-하다, 볼그스름-하다
참고 어휘 불긋-하다, 뽈긋-하다"
42879,볼-되다,형용사,몹시 벅차고 힘에 겹다.,
42923,볼똑볼똑-하다,형용사,여기저기서 잇따라 갑자기 솟아올라 볼록볼록하다.,
42926,볼똑-하다,형용사,갑자기 솟아올라 볼록하다.,
43048,볼록볼록-하다,형용사,물체의 거죽 여러 군데가 조금 도드라지거나 쏙 내밀려 있다.,"반대말 오목오목-하다
참고 어휘 불룩불룩-하다, 뽈록뽈록-하다"
43100,볼록-하다,형용사,물체의 거죽이 조금 도드라지거나 쏙 내밀려 있다.,"반대말 오목-하다
참고 어휘 불룩-하다, 뽈록-하다"
43220,볼-만하다,형용사,구경거리가 될 만하다.,
43236,볼-먹다,형용사,말소리나 표정에 성난 기색이 있다.,비슷한말 볼-메다
43238,볼-메다,형용사,말소리나 표정에 성난 기색이 있다.,비슷한말 볼-먹다
43342,볼썽-사납다,형용사,어떤 사람이나 사물의 모습이 보기에 역겹다.,
43344,볼썽-없다,형용사,어떤 사물의 모습이 보기에 역겹고 보잘것없다.,
43360,볼쏙볼쏙-하다,형용사,여럿이 다 볼록하게 쏙 나오거나 내밀어 있다.,
43365,볼쏙-하다,형용사,볼록하게 쏙 나오거나 내밀어져 있다.,
43562,볼통볼통-하다,형용사,여기저기 톡톡 볼가져 있다.,
43563,볼통-스럽다,형용사,퉁명스럽고 야멸친 태도가 있다.,참고 어휘 불퉁-스럽다
43566,볼통-하다,형용사,톡 볼가져 있다.,참고 어휘 불퉁-하다
43652,볼품-사납다,형용사,겉으로 드러난 모습이 흉하다.,
43655,볼품-없다,형용사,겉으로 드러나 보이는 모습이 초라하다.,
44216,봉곳봉곳-하다,형용사,군데군데 여러 곳이 다 조금 도도록하게 나오거나 높직이 솟아 있는 상태이다.,
